Format,2.0A,
Memory Length,5000,Memory Length,5000,Memory Length,5000,
Trigger Level,120V,Trigger Level,120V,Trigger Level,120V,
Source,CH1,Source,CH2,Source,Math,
Label, ,Label, ,Label, ,
Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+00,
Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Scale,5.000E+00,Vertical Scale,1.000E+02,Vertical Scale,1.000E+02,
Vertical Position,-1.120E+01,Vertical Position,-2.400E+02,Vertical Position,0.000E+00,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-08,Horizontal Scale,5.000E-08,Horizontal Scale,2.000E-07,
Horizontal Position,1.305E-07,Horizontal Position,1.305E-07,Horizontal Position,0.000E+00,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,1.000E-09,Sampling Period,1.000E-09,Sampling Period,1.000E-09,
Firmware,V1.21,Firmware,V1.21,Firmware,V1.21,
Time,11-Jun-22 15:12:41,Time,11-Jun-22 15:12:41,Time,11-Jun-22 15:12:41,
Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,
1.433500e-06,1.000000,1.433500e-06,4.000000,1.303000e-06,-512.000000,
1.434500e-06,1.000000,1.434500e-06,4.000000,1.304000e-06,-512.000000,
1.435500e-06,1.000000,1.435500e-06,4.000000,1.305000e-06,-512.000000,
1.436500e-06,1.000000,1.436500e-06,4.000000,1.306000e-06,-512.000000,
1.437500e-06,1.000000,1.437500e-06,4.000000,1.307000e-06,-512.000000,
1.438500e-06,1.000000,1.438500e-06,4.000000,1.308000e-06,-512.000000,
1.439500e-06,1.000000,1.439500e-06,4.000000,1.309000e-06,-512.000000,
1.440500e-06,1.000000,1.440500e-06,4.000000,1.310000e-06,-512.000000,
1.441500e-06,1.000000,1.441500e-06,4.000000,1.311000e-06,-512.000000,
1.442500e-06,1.000000,1.442500e-06,4.000000,1.312000e-06,-512.000000,
1.443500e-06,1.000000,1.443500e-06,4.000000,1.313000e-06,-512.000000,
1.444500e-06,1.000000,1.444500e-06,4.000000,1.314000e-06,-512.000000,
1.445500e-06,1.000000,1.445500e-06,4.000000,1.315000e-06,-512.000000,
1.446500e-06,1.000000,1.446500e-06,4.000000,1.316000e-06,-512.000000,
1.447500e-06,1.000000,1.447500e-06,4.000000,1.317000e-06,-512.000000,
1.448500e-06,1.000000,1.448500e-06,4.000000,1.318000e-06,-512.000000,
1.449500e-06,1.000000,1.449500e-06,4.000000,1.319000e-06,-512.000000,
1.450500e-06,1.000000,1.450500e-06,4.000000,1.320000e-06,-512.000000,
1.451500e-06,1.000000,1.451500e-06,4.000000,1.321000e-06,-512.000000,
1.452500e-06,1.000000,1.452500e-06,4.000000,1.322000e-06,-512.000000,
1.453500e-06,1.000000,1.453500e-06,4.000000,1.323000e-06,-512.000000,
1.454500e-06,1.000000,1.454500e-06,4.000000,1.324000e-06,-512.000000,
1.455500e-06,1.000000,1.455500e-06,4.000000,1.325000e-06,-512.000000,
1.456500e-06,1.000000,1.456500e-06,4.000000,1.326000e-06,-512.000000,
1.457500e-06,1.000000,1.457500e-06,4.000000,1.327000e-06,-512.000000,
1.458500e-06,1.000000,1.458500e-06,4.000000,1.328000e-06,-512.000000,
1.459500e-06,1.000000,1.459500e-06,4.000000,1.329000e-06,-512.000000,
1.460500e-06,0.800000,1.460500e-06,4.000000,1.330000e-06,-512.000000,
1.461500e-06,1.000000,1.461500e-06,4.000000,1.331000e-06,-512.000000,
1.462500e-06,0.800000,1.462500e-06,4.000000,1.332000e-06,-512.000000,
1.463500e-06,1.000000,1.463500e-06,4.000000,1.333000e-06,-512.000000,
1.464500e-06,0.800000,1.464500e-06,4.000000,1.334000e-06,-512.000000,
1.465500e-06,1.000000,1.465500e-06,4.000000,1.335000e-06,-512.000000,
1.466500e-06,0.800000,1.466500e-06,4.000000,1.336000e-06,-512.000000,
1.467500e-06,1.000000,1.467500e-06,4.000000,1.337000e-06,-512.000000,
1.468500e-06,0.800000,1.468500e-06,4.000000,1.338000e-06,-512.000000,
1.469500e-06,0.800000,1.469500e-06,4.000000,1.339000e-06,-512.000000,
1.470500e-06,0.800000,1.470500e-06,4.000000,1.340000e-06,-512.000000,
1.471500e-06,1.000000,1.471500e-06,4.000000,1.341000e-06,-512.000000,
1.472500e-06,0.800000,1.472500e-06,4.000000,1.342000e-06,-512.000000,
1.473500e-06,1.000000,1.473500e-06,4.000000,1.343000e-06,-512.000000,
1.474500e-06,1.000000,1.474500e-06,4.000000,1.344000e-06,-512.000000,
1.475500e-06,1.000000,1.475500e-06,4.000000,1.345000e-06,-512.000000,
1.476500e-06,1.000000,1.476500e-06,4.000000,1.346000e-06,-512.000000,
1.477500e-06,0.800000,1.477500e-06,4.000000,1.347000e-06,-512.000000,
1.478500e-06,0.800000,1.478500e-06,4.000000,1.348000e-06,-512.000000,
1.479500e-06,0.800000,1.479500e-06,4.000000,1.349000e-06,-512.000000,
1.480500e-06,0.800000,1.480500e-06,4.000000,1.350000e-06,-512.000000,
1.481500e-06,1.000000,1.481500e-06,4.000000,1.351000e-06,-512.000000,
1.482500e-06,0.800000,1.482500e-06,4.000000,1.352000e-06,-512.000000,
1.483500e-06,1.000000,1.483500e-06,4.000000,1.353000e-06,-512.000000,
1.484500e-06,0.800000,1.484500e-06,4.000000,1.354000e-06,-512.000000,
1.485500e-06,1.000000,1.485500e-06,4.000000,1.355000e-06,-512.000000,
1.486500e-06,0.800000,1.486500e-06,4.000000,1.356000e-06,-512.000000,
1.487500e-06,1.000000,1.487500e-06,4.000000,1.357000e-06,-512.000000,
1.488500e-06,0.800000,1.488500e-06,4.000000,1.358000e-06,-512.000000,
1.489500e-06,1.000000,1.489500e-06,4.000000,1.359000e-06,-512.000000,
1.490500e-06,0.800000,1.490500e-06,4.000000,1.360000e-06,-512.000000,
1.491500e-06,0.800000,1.491500e-06,4.000000,1.361000e-06,-512.000000,
1.492500e-06,0.800000,1.492500e-06,4.000000,1.362000e-06,-512.000000,
1.493500e-06,0.800000,1.493500e-06,4.000000,1.363000e-06,-512.000000,
1.494500e-06,0.800000,1.494500e-06,4.000000,1.364000e-06,-512.000000,
1.495500e-06,1.000000,1.495500e-06,4.000000,1.365000e-06,-512.000000,
1.496500e-06,1.000000,1.496500e-06,4.000000,1.366000e-06,-512.000000,
1.497500e-06,1.000000,1.497500e-06,4.000000,1.367000e-06,-512.000000,
1.498500e-06,0.800000,1.498500e-06,4.000000,1.368000e-06,-512.000000,
1.499500e-06,1.000000,1.499500e-06,4.000000,1.369000e-06,-512.000000,
1.500500e-06,1.000000,1.500500e-06,8.000000,1.370000e-06,-512.000000,
1.501500e-06,1.000000,1.501500e-06,4.000000,1.371000e-06,-512.000000,
1.502500e-06,1.000000,1.502500e-06,4.000000,1.372000e-06,-512.000000,
1.503500e-06,1.000000,1.503500e-06,4.000000,1.373000e-06,-512.000000,
1.504500e-06,1.000000,1.504500e-06,4.000000,1.374000e-06,-512.000000,
1.505500e-06,1.000000,1.505500e-06,4.000000,1.375000e-06,-512.000000,
1.506500e-06,1.000000,1.506500e-06,4.000000,1.376000e-06,-512.000000,
1.507500e-06,1.000000,1.507500e-06,4.000000,1.377000e-06,-512.000000,
1.508500e-06,1.000000,1.508500e-06,4.000000,1.378000e-06,-512.000000,
1.509500e-06,1.000000,1.509500e-06,4.000000,1.379000e-06,-512.000000,
1.510500e-06,0.800000,1.510500e-06,4.000000,1.380000e-06,-512.000000,
1.511500e-06,1.000000,1.511500e-06,4.000000,1.381000e-06,-512.000000,
1.512500e-06,0.800000,1.512500e-06,4.000000,1.382000e-06,-512.000000,
1.513500e-06,1.000000,1.513500e-06,4.000000,1.383000e-06,-512.000000,
1.514500e-06,0.800000,1.514500e-06,4.000000,1.384000e-06,-512.000000,
1.515500e-06,1.000000,1.515500e-06,4.000000,1.385000e-06,-512.000000,
1.516500e-06,0.800000,1.516500e-06,4.000000,1.386000e-06,-512.000000,
1.517500e-06,1.000000,1.517500e-06,4.000000,1.387000e-06,-512.000000,
1.518500e-06,1.000000,1.518500e-06,4.000000,1.388000e-06,-512.000000,
1.519500e-06,1.000000,1.519500e-06,4.000000,1.389000e-06,-512.000000,
1.520500e-06,1.000000,1.520500e-06,4.000000,1.390000e-06,-512.000000,
1.521500e-06,1.000000,1.521500e-06,4.000000,1.391000e-06,-512.000000,
1.522500e-06,1.000000,1.522500e-06,4.000000,1.392000e-06,-512.000000,
1.523500e-06,1.000000,1.523500e-06,4.000000,1.393000e-06,-512.000000,
1.524500e-06,1.000000,1.524500e-06,4.000000,1.394000e-06,-512.000000,
1.525500e-06,1.000000,1.525500e-06,4.000000,1.395000e-06,-512.000000,
1.526500e-06,1.000000,1.526500e-06,4.000000,1.396000e-06,-512.000000,
1.527500e-06,1.000000,1.527500e-06,4.000000,1.397000e-06,-512.000000,
1.528500e-06,1.000000,1.528500e-06,4.000000,1.398000e-06,-512.000000,
1.529500e-06,1.000000,1.529500e-06,4.000000,1.399000e-06,-512.000000,
1.530500e-06,1.000000,1.530500e-06,4.000000,1.400000e-06,-512.000000,
1.531500e-06,1.000000,1.531500e-06,4.000000,1.401000e-06,-512.000000,
1.532500e-06,1.000000,1.532500e-06,4.000000,1.402000e-06,-512.000000,
1.533500e-06,1.000000,1.533500e-06,4.000000,1.403000e-06,-512.000000,
1.534500e-06,1.000000,1.534500e-06,4.000000,1.404000e-06,-512.000000,
1.535500e-06,1.000000,1.535500e-06,4.000000,1.405000e-06,-512.000000,
1.536500e-06,1.000000,1.536500e-06,4.000000,1.406000e-06,-512.000000,
1.537500e-06,1.000000,1.537500e-06,4.000000,1.407000e-06,-512.000000,
1.538500e-06,1.000000,1.538500e-06,4.000000,1.408000e-06,-512.000000,
1.539500e-06,1.000000,1.539500e-06,4.000000,1.409000e-06,-512.000000,
1.540500e-06,1.000000,1.540500e-06,4.000000,1.410000e-06,-512.000000,
1.541500e-06,1.000000,1.541500e-06,4.000000,1.411000e-06,-512.000000,
1.542500e-06,1.000000,1.542500e-06,8.000000,1.412000e-06,-512.000000,
1.543500e-06,1.000000,1.543500e-06,4.000000,1.413000e-06,-512.000000,
1.544500e-06,1.000000,1.544500e-06,4.000000,1.414000e-06,-512.000000,
1.545500e-06,1.000000,1.545500e-06,4.000000,1.415000e-06,-512.000000,
1.546500e-06,1.000000,1.546500e-06,8.000000,1.416000e-06,-512.000000,
1.547500e-06,1.000000,1.547500e-06,4.000000,1.417000e-06,-512.000000,
1.548500e-06,1.200000,1.548500e-06,4.000000,1.418000e-06,-512.000000,
1.549500e-06,1.200000,1.549500e-06,4.000000,1.419000e-06,-512.000000,
1.550500e-06,1.200000,1.550500e-06,4.000000,1.420000e-06,-512.000000,
1.551500e-06,1.000000,1.551500e-06,4.000000,1.421000e-06,-512.000000,
1.552500e-06,1.000000,1.552500e-06,4.000000,1.422000e-06,-512.000000,
1.553500e-06,1.000000,1.553500e-06,4.000000,1.423000e-06,-512.000000,
1.554500e-06,1.000000,1.554500e-06,4.000000,1.424000e-06,-512.000000,
1.555500e-06,1.000000,1.555500e-06,4.000000,1.425000e-06,-512.000000,
1.556500e-06,1.000000,1.556500e-06,4.000000,1.426000e-06,-512.000000,
1.557500e-06,1.000000,1.557500e-06,4.000000,1.427000e-06,-512.000000,
1.558500e-06,1.000000,1.558500e-06,4.000000,1.428000e-06,-512.000000,
1.559500e-06,1.200000,1.559500e-06,4.000000,1.429000e-06,-512.000000,
1.560500e-06,1.000000,1.560500e-06,4.000000,1.430000e-06,-512.000000,
1.561500e-06,1.000000,1.561500e-06,4.000000,1.431000e-06,-512.000000,
1.562500e-06,1.000000,1.562500e-06,4.000000,1.432000e-06,-512.000000,
1.563500e-06,1.000000,1.563500e-06,4.000000,1.433000e-06,-512.000000,
1.564500e-06,1.200000,1.564500e-06,4.000000,1.434000e-06,-512.000000,
1.565500e-06,1.200000,1.565500e-06,4.000000,1.435000e-06,-512.000000,
1.566500e-06,1.200000,1.566500e-06,4.000000,1.436000e-06,-512.000000,
1.567500e-06,1.200000,1.567500e-06,4.000000,1.437000e-06,-512.000000,
1.568500e-06,1.200000,1.568500e-06,8.000000,1.438000e-06,-512.000000,
1.569500e-06,1.200000,1.569500e-06,4.000000,1.439000e-06,-512.000000,
1.570500e-06,1.200000,1.570500e-06,4.000000,1.440000e-06,-512.000000,
1.571500e-06,1.200000,1.571500e-06,4.000000,1.441000e-06,-512.000000,
1.572500e-06,1.200000,1.572500e-06,4.000000,1.442000e-06,-512.000000,
1.573500e-06,1.200000,1.573500e-06,4.000000,1.443000e-06,-512.000000,
1.574500e-06,1.200000,1.574500e-06,4.000000,1.444000e-06,-512.000000,
1.575500e-06,1.200000,1.575500e-06,4.000000,1.445000e-06,-512.000000,
1.576500e-06,1.200000,1.576500e-06,4.000000,1.446000e-06,-512.000000,
1.577500e-06,1.200000,1.577500e-06,4.000000,1.447000e-06,-512.000000,
1.578500e-06,1.200000,1.578500e-06,4.000000,1.448000e-06,-512.000000,
1.579500e-06,1.200000,1.579500e-06,4.000000,1.449000e-06,-512.000000,
1.580500e-06,1.000000,1.580500e-06,4.000000,1.450000e-06,-512.000000,
1.581500e-06,1.200000,1.581500e-06,4.000000,1.451000e-06,-512.000000,
1.582500e-06,1.200000,1.582500e-06,4.000000,1.452000e-06,-512.000000,
1.583500e-06,1.200000,1.583500e-06,4.000000,1.453000e-06,-512.000000,
1.584500e-06,1.000000,1.584500e-06,8.000000,1.454000e-06,-512.000000,
1.585500e-06,1.200000,1.585500e-06,4.000000,1.455000e-06,-512.000000,
1.586500e-06,1.200000,1.586500e-06,4.000000,1.456000e-06,-512.000000,
1.587500e-06,1.200000,1.587500e-06,4.000000,1.457000e-06,-512.000000,
1.588500e-06,1.200000,1.588500e-06,4.000000,1.458000e-06,-512.000000,
1.589500e-06,1.200000,1.589500e-06,4.000000,1.459000e-06,-512.000000,
1.590500e-06,1.200000,1.590500e-06,4.000000,1.460000e-06,-512.000000,
1.591500e-06,1.200000,1.591500e-06,4.000000,1.461000e-06,-512.000000,
1.592500e-06,1.200000,1.592500e-06,4.000000,1.462000e-06,-512.000000,
1.593500e-06,1.200000,1.593500e-06,4.000000,1.463000e-06,-512.000000,
1.594500e-06,1.200000,1.594500e-06,4.000000,1.464000e-06,-512.000000,
1.595500e-06,1.200000,1.595500e-06,4.000000,1.465000e-06,-512.000000,
1.596500e-06,1.200000,1.596500e-06,4.000000,1.466000e-06,-512.000000,
1.597500e-06,1.200000,1.597500e-06,4.000000,1.467000e-06,-512.000000,
1.598500e-06,1.200000,1.598500e-06,4.000000,1.468000e-06,-512.000000,
1.599500e-06,1.200000,1.599500e-06,4.000000,1.469000e-06,-512.000000,
1.600500e-06,1.200000,1.600500e-06,4.000000,1.470000e-06,-512.000000,
1.601500e-06,1.200000,1.601500e-06,4.000000,1.471000e-06,-512.000000,
1.602500e-06,1.200000,1.602500e-06,4.000000,1.472000e-06,-512.000000,
1.603500e-06,1.200000,1.603500e-06,4.000000,1.473000e-06,-512.000000,
1.604500e-06,1.200000,1.604500e-06,4.000000,1.474000e-06,-512.000000,
1.605500e-06,1.200000,1.605500e-06,4.000000,1.475000e-06,-512.000000,
1.606500e-06,1.200000,1.606500e-06,4.000000,1.476000e-06,-512.000000,
1.607500e-06,1.200000,1.607500e-06,4.000000,1.477000e-06,-512.000000,
1.608500e-06,1.200000,1.608500e-06,4.000000,1.478000e-06,-512.000000,
1.609500e-06,1.200000,1.609500e-06,4.000000,1.479000e-06,-512.000000,
1.610500e-06,1.200000,1.610500e-06,4.000000,1.480000e-06,-512.000000,
1.611500e-06,1.200000,1.611500e-06,4.000000,1.481000e-06,-512.000000,
1.612500e-06,1.200000,1.612500e-06,4.000000,1.482000e-06,-512.000000,
1.613500e-06,1.200000,1.613500e-06,4.000000,1.483000e-06,-512.000000,
1.614500e-06,1.200000,1.614500e-06,8.000000,1.484000e-06,-512.000000,
1.615500e-06,1.200000,1.615500e-06,4.000000,1.485000e-06,-512.000000,
1.616500e-06,1.200000,1.616500e-06,8.000000,1.486000e-06,-512.000000,
1.617500e-06,1.200000,1.617500e-06,4.000000,1.487000e-06,-512.000000,
1.618500e-06,1.200000,1.618500e-06,4.000000,1.488000e-06,-512.000000,
1.619500e-06,1.200000,1.619500e-06,4.000000,1.489000e-06,-512.000000,
1.620500e-06,1.400000,1.620500e-06,4.000000,1.490000e-06,-512.000000,
1.621500e-06,1.200000,1.621500e-06,4.000000,1.491000e-06,-512.000000,
1.622500e-06,1.200000,1.622500e-06,4.000000,1.492000e-06,-512.000000,
1.623500e-06,1.200000,1.623500e-06,4.000000,1.493000e-06,-512.000000,
1.624500e-06,1.200000,1.624500e-06,4.000000,1.494000e-06,-512.000000,
1.625500e-06,1.200000,1.625500e-06,4.000000,1.495000e-06,-512.000000,
1.626500e-06,1.200000,1.626500e-06,4.000000,1.496000e-06,-512.000000,
1.627500e-06,1.200000,1.627500e-06,4.000000,1.497000e-06,-512.000000,
1.628500e-06,1.200000,1.628500e-06,4.000000,1.498000e-06,-512.000000,
1.629500e-06,1.200000,1.629500e-06,4.000000,1.499000e-06,-512.000000,
1.630500e-06,1.200000,1.630500e-06,8.000000,1.500000e-06,-512.000000,
1.631500e-06,1.200000,1.631500e-06,4.000000,1.501000e-06,-512.000000,
1.632500e-06,1.200000,1.632500e-06,4.000000,1.502000e-06,-512.000000,
1.633500e-06,1.200000,1.633500e-06,4.000000,1.503000e-06,-512.000000,
1.634500e-06,1.200000,1.634500e-06,4.000000,1.504000e-06,-512.000000,
1.635500e-06,1.200000,1.635500e-06,4.000000,1.505000e-06,-512.000000,
1.636500e-06,1.200000,1.636500e-06,4.000000,1.506000e-06,-512.000000,
1.637500e-06,1.200000,1.637500e-06,4.000000,1.507000e-06,-512.000000,
1.638500e-06,1.200000,1.638500e-06,4.000000,1.508000e-06,-512.000000,
1.639500e-06,1.200000,1.639500e-06,4.000000,1.509000e-06,-512.000000,
1.640500e-06,1.200000,1.640500e-06,4.000000,1.510000e-06,-512.000000,
1.641500e-06,1.200000,1.641500e-06,4.000000,1.511000e-06,-512.000000,
1.642500e-06,1.200000,1.642500e-06,4.000000,1.512000e-06,-512.000000,
1.643500e-06,1.200000,1.643500e-06,4.000000,1.513000e-06,-512.000000,
1.644500e-06,1.200000,1.644500e-06,4.000000,1.514000e-06,-512.000000,
1.645500e-06,1.200000,1.645500e-06,4.000000,1.515000e-06,-512.000000,
1.646500e-06,1.200000,1.646500e-06,4.000000,1.516000e-06,-512.000000,
1.647500e-06,1.200000,1.647500e-06,4.000000,1.517000e-06,-512.000000,
1.648500e-06,1.200000,1.648500e-06,4.000000,1.518000e-06,-512.000000,
1.649500e-06,1.200000,1.649500e-06,4.000000,1.519000e-06,-512.000000,
1.650500e-06,1.200000,1.650500e-06,4.000000,1.520000e-06,-512.000000,
1.651500e-06,1.200000,1.651500e-06,4.000000,1.521000e-06,-512.000000,
1.652500e-06,1.000000,1.652500e-06,4.000000,1.522000e-06,-512.000000,
1.653500e-06,1.200000,1.653500e-06,4.000000,1.523000e-06,-512.000000,
1.654500e-06,1.200000,1.654500e-06,4.000000,1.524000e-06,-512.000000,
1.655500e-06,1.200000,1.655500e-06,4.000000,1.525000e-06,-512.000000,
1.656500e-06,1.200000,1.656500e-06,4.000000,1.526000e-06,-512.000000,
1.657500e-06,1.200000,1.657500e-06,4.000000,1.527000e-06,-512.000000,
1.658500e-06,1.200000,1.658500e-06,4.000000,1.528000e-06,-512.000000,
1.659500e-06,1.200000,1.659500e-06,4.000000,1.529000e-06,-512.000000,
1.660500e-06,1.200000,1.660500e-06,4.000000,1.530000e-06,-512.000000,
1.661500e-06,1.200000,1.661500e-06,4.000000,1.531000e-06,-512.000000,
1.662500e-06,1.200000,1.662500e-06,4.000000,1.532000e-06,-512.000000,
1.663500e-06,1.200000,1.663500e-06,4.000000,1.533000e-06,-512.000000,
1.664500e-06,1.200000,1.664500e-06,4.000000,1.534000e-06,-512.000000,
1.665500e-06,1.200000,1.665500e-06,4.000000,1.535000e-06,-512.000000,
1.666500e-06,1.400000,1.666500e-06,4.000000,1.536000e-06,-512.000000,
1.667500e-06,1.200000,1.667500e-06,4.000000,1.537000e-06,-512.000000,
1.668500e-06,1.200000,1.668500e-06,4.000000,1.538000e-06,-512.000000,
1.669500e-06,1.200000,1.669500e-06,4.000000,1.539000e-06,-512.000000,
1.670500e-06,1.200000,1.670500e-06,4.000000,1.540000e-06,-512.000000,
1.671500e-06,1.200000,1.671500e-06,4.000000,1.541000e-06,-512.000000,
1.672500e-06,1.200000,1.672500e-06,8.000000,1.542000e-06,-512.000000,
1.673500e-06,1.200000,1.673500e-06,4.000000,1.543000e-06,-512.000000,
1.674500e-06,1.200000,1.674500e-06,4.000000,1.544000e-06,-512.000000,
1.675500e-06,1.200000,1.675500e-06,4.000000,1.545000e-06,-512.000000,
1.676500e-06,1.200000,1.676500e-06,4.000000,1.546000e-06,-512.000000,
1.677500e-06,1.200000,1.677500e-06,4.000000,1.547000e-06,-512.000000,
1.678500e-06,1.200000,1.678500e-06,4.000000,1.548000e-06,-512.000000,
1.679500e-06,1.200000,1.679500e-06,4.000000,1.549000e-06,-512.000000,
1.680500e-06,1.200000,1.680500e-06,4.000000,1.550000e-06,-512.000000,
1.681500e-06,1.200000,1.681500e-06,4.000000,1.551000e-06,-512.000000,
1.682500e-06,1.200000,1.682500e-06,8.000000,1.552000e-06,-512.000000,
1.683500e-06,1.200000,1.683500e-06,4.000000,1.553000e-06,-512.000000,
1.684500e-06,1.200000,1.684500e-06,4.000000,1.554000e-06,-512.000000,
1.685500e-06,1.200000,1.685500e-06,4.000000,1.555000e-06,-512.000000,
1.686500e-06,1.200000,1.686500e-06,4.000000,1.556000e-06,-512.000000,
1.687500e-06,1.200000,1.687500e-06,4.000000,1.557000e-06,-512.000000,
1.688500e-06,1.200000,1.688500e-06,4.000000,1.558000e-06,-512.000000,
1.689500e-06,1.200000,1.689500e-06,4.000000,1.559000e-06,-512.000000,
1.690500e-06,1.200000,1.690500e-06,4.000000,1.560000e-06,-512.000000,
1.691500e-06,1.200000,1.691500e-06,4.000000,1.561000e-06,-512.000000,
1.692500e-06,1.200000,1.692500e-06,4.000000,1.562000e-06,-512.000000,
1.693500e-06,1.200000,1.693500e-06,4.000000,1.563000e-06,-512.000000,
1.694500e-06,1.000000,1.694500e-06,4.000000,1.564000e-06,-512.000000,
1.695500e-06,1.200000,1.695500e-06,4.000000,1.565000e-06,-512.000000,
1.696500e-06,1.000000,1.696500e-06,4.000000,1.566000e-06,-512.000000,
1.697500e-06,1.200000,1.697500e-06,4.000000,1.567000e-06,-512.000000,
1.698500e-06,1.200000,1.698500e-06,4.000000,1.568000e-06,-512.000000,
1.699500e-06,1.200000,1.699500e-06,4.000000,1.569000e-06,-512.000000,
1.700500e-06,1.200000,1.700500e-06,4.000000,1.570000e-06,-512.000000,
1.701500e-06,1.200000,1.701500e-06,4.000000,1.571000e-06,-512.000000,
1.702500e-06,1.200000,1.702500e-06,4.000000,1.572000e-06,-512.000000,
1.703500e-06,1.200000,1.703500e-06,4.000000,1.573000e-06,-512.000000,
1.704500e-06,1.000000,1.704500e-06,4.000000,1.574000e-06,-512.000000,
1.705500e-06,1.200000,1.705500e-06,4.000000,1.575000e-06,-512.000000,
1.706500e-06,1.200000,1.706500e-06,4.000000,1.576000e-06,-512.000000,
1.707500e-06,1.200000,1.707500e-06,4.000000,1.577000e-06,-512.000000,
1.708500e-06,1.200000,1.708500e-06,4.000000,1.578000e-06,-512.000000,
1.709500e-06,1.200000,1.709500e-06,4.000000,1.579000e-06,-512.000000,
1.710500e-06,1.200000,1.710500e-06,4.000000,1.580000e-06,-512.000000,
1.711500e-06,1.200000,1.711500e-06,4.000000,1.581000e-06,-512.000000,
1.712500e-06,1.200000,1.712500e-06,4.000000,1.582000e-06,-512.000000,
1.713500e-06,1.000000,1.713500e-06,4.000000,1.583000e-06,-512.000000,
1.714500e-06,1.000000,1.714500e-06,4.000000,1.584000e-06,-512.000000,
1.715500e-06,1.000000,1.715500e-06,4.000000,1.585000e-06,-512.000000,
1.716500e-06,1.200000,1.716500e-06,4.000000,1.586000e-06,-512.000000,
1.717500e-06,1.000000,1.717500e-06,4.000000,1.587000e-06,-512.000000,
1.718500e-06,1.000000,1.718500e-06,4.000000,1.588000e-06,-512.000000,
1.719500e-06,1.000000,1.719500e-06,4.000000,1.589000e-06,-512.000000,
1.720500e-06,1.000000,1.720500e-06,4.000000,1.590000e-06,-512.000000,
1.721500e-06,1.200000,1.721500e-06,4.000000,1.591000e-06,-512.000000,
1.722500e-06,1.000000,1.722500e-06,4.000000,1.592000e-06,-512.000000,
1.723500e-06,1.000000,1.723500e-06,4.000000,1.593000e-06,-512.000000,
1.724500e-06,1.000000,1.724500e-06,4.000000,1.594000e-06,-512.000000,
1.725500e-06,1.200000,1.725500e-06,4.000000,1.595000e-06,-512.000000,
1.726500e-06,1.000000,1.726500e-06,4.000000,1.596000e-06,-512.000000,
1.727500e-06,1.200000,1.727500e-06,4.000000,1.597000e-06,-512.000000,
1.728500e-06,1.200000,1.728500e-06,4.000000,1.598000e-06,-512.000000,
1.729500e-06,1.200000,1.729500e-06,4.000000,1.599000e-06,-512.000000,
1.730500e-06,1.000000,1.730500e-06,4.000000,1.600000e-06,-512.000000,
1.731500e-06,1.200000,1.731500e-06,4.000000,1.601000e-06,-512.000000,
1.732500e-06,1.000000,1.732500e-06,4.000000,1.602000e-06,-512.000000,
1.733500e-06,1.200000,1.733500e-06,4.000000,1.603000e-06,-512.000000,
1.734500e-06,1.000000,1.734500e-06,4.000000,1.604000e-06,-512.000000,
1.735500e-06,1.200000,1.735500e-06,4.000000,1.605000e-06,-512.000000,
1.736500e-06,1.200000,1.736500e-06,4.000000,1.606000e-06,-512.000000,
1.737500e-06,1.200000,1.737500e-06,4.000000,1.607000e-06,-512.000000,
1.738500e-06,1.200000,1.738500e-06,4.000000,1.608000e-06,-512.000000,
1.739500e-06,1.200000,1.739500e-06,4.000000,1.609000e-06,-512.000000,
1.740500e-06,1.200000,1.740500e-06,4.000000,1.610000e-06,-512.000000,
1.741500e-06,1.000000,1.741500e-06,4.000000,1.611000e-06,-512.000000,
1.742500e-06,1.000000,1.742500e-06,4.000000,1.612000e-06,-512.000000,
1.743500e-06,1.000000,1.743500e-06,4.000000,1.613000e-06,-512.000000,
1.744500e-06,1.000000,1.744500e-06,4.000000,1.614000e-06,-512.000000,
1.745500e-06,1.200000,1.745500e-06,4.000000,1.615000e-06,-512.000000,
1.746500e-06,1.000000,1.746500e-06,4.000000,1.616000e-06,-512.000000,
1.747500e-06,1.200000,1.747500e-06,4.000000,1.617000e-06,-512.000000,
1.748500e-06,1.200000,1.748500e-06,4.000000,1.618000e-06,-512.000000,
1.749500e-06,1.000000,1.749500e-06,4.000000,1.619000e-06,-512.000000,
1.750500e-06,1.000000,1.750500e-06,4.000000,1.620000e-06,-512.000000,
1.751500e-06,1.000000,1.751500e-06,4.000000,1.621000e-06,-512.000000,
1.752500e-06,1.200000,1.752500e-06,4.000000,1.622000e-06,-512.000000,
1.753500e-06,1.200000,1.753500e-06,4.000000,1.623000e-06,-512.000000,
1.754500e-06,1.000000,1.754500e-06,4.000000,1.624000e-06,-512.000000,
1.755500e-06,1.000000,1.755500e-06,4.000000,1.625000e-06,-512.000000,
1.756500e-06,1.000000,1.756500e-06,4.000000,1.626000e-06,-512.000000,
1.757500e-06,1.000000,1.757500e-06,4.000000,1.627000e-06,-512.000000,
1.758500e-06,1.000000,1.758500e-06,4.000000,1.628000e-06,-512.000000,
